Accession	0.1	0.2	0.3	1.1	1.2	1.3	3.1	3.2	5.1	5.2
Efra.gene16498_i0_length912.p1	1.0	0.07905080964352765	0.051475753782895914		0.06053437353643248	0.038458600256900975	0.054448441559106504	0.06541038701716581	0.04235520782569891	0.04340767763696267
Efra.gene24458_i0_length609.p1		0.03427100872458906	0.038868198619184474	1.0	0.13000776887157905	0.17860247726703526	0.13138722802134065	0.11132545825777262	0.14959414393279888	0.15095780210365914
Efra.gene9182_i0_length1380.p1		0.008576494685044744	0.004241608822084484			0.002224418160175845	0.0007512406669065088	0.004390831157331062	0.0010643957480253243	
Efra.gene50115_i0_length321.p1		0.11769666793332276	0.10200767422438906		0.01538509596103611	0.06296119079479816	0.057353425798804834	0.08145498074358766	0.09965709995841628	0.00889759182687087
Efra.gene29886_i0_length489.p1		0.09178189808963462	0.10466136660556347		0.010115230384020273	0.014957876459575864	0.004340854070273637	0.03950242569213908	0.0076336065194925655	0.08935080136965887
Efra.gene47379_i0_length333.p1		0.156247083014131	0.2828311805164912					0.03221308043076516		0.023158568458972555
Efra.gene35579_i0_length414.p1		0.0816999290446101	0.0635974224643909							
Efra.gene14678_i0_length1005.p1		0.010789026061022574	0.0031492963249182145							
Efra.gene14059_i2_length1041.p1		0.010963464729242332	0.010019574337410539		0.0026620514477422473	0.00346365211213345	0.1836535704344186	0.004709760895135891	0.09136396162948404	0.1269021222534238
Efra.gene330_i0_length5295.p1		0.0008101885482174182	0.0005609329666798286		0.0008089476488748493	0.0016440597671213085	0.0018465429749024206	0.004192344327070289	0.0018507686260458172	0.0024715883317858985
Efra.gene26710_i0_length552.p1		0.003999977112229345	0.011442566387635118		0.030085120333108985	0.02906179052185729	0.028658827194510683	0.018543284686215477	0.016539186370072886	0.02517755019709898
Efra.gene18607_i0_length813.p1		0.009286073330758668								
Efra.gene10049_i0_length1308.p1		0.0075379339794012555	0.01098721734750408				0.0011472972126927463	0.013982947791631808		
Efra.gene49354_i0_length324.p1		0.022341545611081315	0.007997248405820162						0.004154225260361007	
Efra.gene21131_i1_length711.p1		0.00558105025458243	0.0025474715537589752		0.08004710663059374	0.020580084378068315	0.051131386118939186	0.02011853431352902	0.042626473551060494	0.03557257158850918
Efra.gene56589_i0_length261.p1		0.18612608398506095			0.03780904932190978			0.08223567426808535		
Efra.gene62669_i0_length282.p1		0.06476016725183009	0.08070955904415175		0.0072083879310105405		0.004060546915312422			
Efra.gene42958_i0_length354.p1		0.026213442421398538			0.04318535929696875					
Efra.gene399_i0_length4974.p1		0.00024173880313819505			0.0007472666624098132	0.00047590359331177575		0.0005160948958235272	0.0004994175018826289	0.00023569508473461655
