Accession	0.1	0.2	0.3	1.1	1.2	1.3	3.1	3.2	5.1	5.2
Efra.gene16498_i0_length912.p1	1.0	0.07179297810990687	0.053952969877953796		0.045294498801324655	0.03725882661262432	0.046022518239654794	0.050760020809966	0.03279642892954377	0.04062560091917982
Efra.gene24458_i0_length609.p1		0.061647469299956154	0.0583709276309703	1.0	0.11661943446255321	0.14648059405475464	0.11742979788999326	0.10410561083189307	0.12155996671180777	0.1402051726279994
Efra.gene9182_i0_length1380.p1		0.01646014240172853	0.006404703823307149			0.0033225515893054985	0.0014546928219273982	0.003706217200405127	0.002126938562578549	
Efra.gene50115_i0_length321.p1		0.12390804604535749	0.11552589880963808		0.021388482081242787	0.06093044189176389	0.05437594400461916	0.08506809268530216	0.07218930755850664	0.011704460096779667
Efra.gene29886_i0_length489.p1		0.10836700415339891	0.11686855923103348		0.019290644747665252	0.03043249505627815	0.009454166332337288	0.04770104284825207	0.010993136358292773	0.08991660088685817
Efra.gene47379_i0_length333.p1		0.12494557135058282	0.18338425857144638					0.035719492177602064		0.024927307760167484
Efra.gene35579_i0_length414.p1		0.07016079849585417	0.050519528403534							
Efra.gene14678_i0_length1005.p1		0.015583555508355242	0.00454123822315387							
Efra.gene14059_i2_length1041.p1		0.012274162816203565	0.011908255436645199		0.004944283685471807	0.005330308740104384	0.11023974231088149	0.006129707554335178	0.061050974136536526	0.08521235103263926
Efra.gene330_i0_length5295.p1		0.0016422727020812735	0.0008620428897964632		0.001077836076142815	0.0017511024217757344	0.0016252191521474006	0.004367513377170864	0.0016367409466980709	0.002583424227569542
Efra.gene26710_i0_length552.p1		0.014402600888471765	0.030014015712691113		0.03848145384613556	0.03670679059930826	0.038417495688324865	0.024429193039904998	0.02388834156813372	0.031310046717173405
Efra.gene18607_i0_length813.p1		0.011755987840602932								
Efra.gene10049_i0_length1308.p1		0.008384581075190549	0.016106375373641894				0.001712256128667366	0.01584789719566871		
Efra.gene49354_i0_length324.p1		0.028303497174069884	0.01358648196916571						0.005334727120842462	
Efra.gene21131_i1_length711.p1		0.012777700409914487	0.009605557091411658		0.08252526560937946	0.029800565491550843	0.05452781575647349	0.03226036895419214	0.04967104698576723	0.044153749548364554
Efra.gene56589_i0_length261.p1		0.11742452381887768			0.031181641064141542			0.06351634954936809		
Efra.gene62669_i0_length282.p1		0.055846564775846264	0.058740098177799044		0.009990274675227359		0.008421167292619203			
Efra.gene42958_i0_length354.p1		0.029521223922753723			0.04471720552329					
Efra.gene399_i0_length4974.p1		0.0005950141142424212			0.0009311789011142583	0.000803132918273752		0.000862550450454523	0.0009018214404721361	0.0004132172040802297
Efra.gene16536_i2_length909.p1		0.008415086874000593	0.021428389732955706					0.003936956976606893	0.0020766938187677803	
Efra.gene41171_i0_length356.p1		0.02099892915084265			0.05304500536035606			0.04231983004545841	0.06645433313086561	0.04022981437236817
Efra.gene19022_i1_length795.p1		0.004444167293292245	0.004363734314107403		0.01905967990628752		0.023482093063194057	0.028249737942397782		
Efra.gene482_i1_length4723.p1		0.0008247754609826416					0.0005282629308307684			
Efra.gene42777_i0_length357.p1		0.027879285165365125	0.024421235413966257			0.01040093074723345	0.012497092803945831	0.015128041919428214	0.006817566770766703	0.008103204344563908
Efra.gene25400_i0_length486.p1		0.012467735350286733			0.00964515567375881	0.013778814986791055	0.009837924470470322	0.011404223837984942	0.011724306832695094	0.0145770286259616
Efra.gene12747_i0_length1116.p1		0.0033713747774599895	0.011894297399227724					0.002371728745455272		
Efra.gene110165_i0_length213.p1		0.026969774463330674			0.04198186540226934					
Efra.gene32379_i0_length452.p1		0.008835176561044635	0.010799710651023024							
Efra.gene91141_i0_length234.p1			0.040233940812160064							
Efra.gene23450_i0_length639.p1			0.0064223478330639305							
Efra.gene9742_i0_length1332.p1			0.005053699114722284							
Efra.gene6959_i0_length1608.p1			0.00310109485520338							
Efra.gene20233_i0_length744.p1			0.005740096840813073							
Efra.gene68755_i0_length267.p1			0.025282416168877296							
Efra.gene38556_i0_length385.p1			0.018021966949178316			0.006611450152364096				
Efra.gene99937_i0_length225.p1			0.02339592499699721		0.04858720888611242	0.03403445715983714	0.020734729918189865	0.05607580061105919	0.01026443288611327	0.06983715148620388
Efra.gene42768_i0_length273.p1			0.03525778865462645						0.011070646490941066	
Efra.gene41171_i1_length366.p1			0.01906248475178671			0.07798133382451819	0.03913418975938158			
Efra.gene31160_i0_length470.p1			0.008208262607281802							0.005510275315045559
