Accession	0.1	0.2	0.3	0.4	1.1	1.2	1.3	1.4	3.1	3.2	3.4	5.1	5.2	5.3	5.4	7.1	7.2	7.3	10.1	10.2	10.3	12.1	12.2	12.3
Efra.gene10049_i0_length1308.p1	0.001263013281764803	0.012963464528166435	0.009507619675528555	0.0025786766975902024			0.002581693679814523	0.004956283318317551	0.002524303363771419	0.011220650460595871	0.00214747253858324	0.0016723588493930397		0.005489545942151727	0	0.0009163888443661162	0.007174534109864157		0.0009207696503338296	0	0.003048919516016117		0.0025858907399704287	0.0010135161126950602
Efra.gene10189_i0_length1293.p1									0.0012852025659015403			0.0012797197972531217		0.0017309612869984134		0.0007896782064587887	0.0004296034310665591	0.001919041513135302	0.0014286882451588487	0	0.0006764519551923943		0.0009346943419898414	0.0026544234479517217
Efra.gene10803_i4_length1062.p1																						0.002624810563484263	0.0005051786020935448	
Efra.gene10979_i0_length1233.p1						0			0.09702157512445568		0.04175724880819468	0.04281396858572089	0	0.0591373858291777	0	0.08336608371549524	0.062257544919646295	0.05324392685422179	0.038588461671767604	0	0.05706303783012919	0.1716391766292663	0.11953770579649495	0.08989318856477113
Efra.gene10979_i3_length1134.p1																					0.05766079429305115			
Efra.gene110165_i0_length213.p1		0.021931932644416466	0.08027679971467158		0.13479804839924117	0										0.018328749897054672								
Efra.gene11166_i2_length1221.p1												0.0002203902924473165									0.0005061160197832155			
Efra.gene113616_i0_length210.p1					0.031133344322447985																			
Efra.gene1160_i1_length3549.p1												6.993647467049067e-05												
Efra.gene11716_i0_length1179.p1					0.001995478014148968				0.0007631444038960574					0.0006960316934153803		0.0011352109788433343			0.0007765712628591116	0	0.0011213436517082493	0.0008911193602706597		
Efra.gene11803_i0_length1173.p1																0.0005291031647971976								
Efra.gene12082_i0_length1156.p1									0.0004759821730137727							0.0018242659126623086	0.002004388745402254		0.0003574918410565443	0	0.0005315925182966855	0.003463600857965496		
Efra.gene12182_i0_length1149.p1							0.08322937319032869			0.09941096970652745		0.04479878371248419						0.05386724451159593						
Efra.gene12280_i0_length1146.p1																0.08072507284353707		0.05207365746894206						
