Accession	0.1	0.2	0.3	1.1	1.2	1.3	3.1	3.2	5.1	5.2	5.3	7.1	7.2	7.3	10.1	10.2	10.3	12.1	12.2	12.3
Efra.gene16498_i0_length912.p1	0.14756619336927132	0.13099602229250332	0.28766124181761854	0.09777140007594484	0.04605813243533529	0.047901382035844195	0.04788046365589952	0.09438289460853258	0.034434936117846385	0.07649485159111505	0.03960782722761164	0.031306236206190344	0.07981908607183974	0.03157270948888392	0.030190974505585288	0.022136533736978232	0.050639469564603065	0.03480426591966347	0.031961689768914704	0.07675269836781891
Efra.gene24458_i0_length609.p1	0.01203006626548811	0.01200300628962325	0.011225266073743382	0.06258602930313789	0.0834092325818697	0.11353366814211524	0.08257368965610103	0.07004985229553197	0.09486990892211439	0.09189069328341548	0.125967075701562	0.11050813873913161	0.10330747121111641	0.12633279582050957	0.06526768569570968	0.10672971623185934	0.07745834411443377	0.08258085667788276	0.10571415529817409	0.07042201739103242
Efra.gene50115_i0_length321.p1	0.05525602642695061	0.03325452451269766	0.035725437124640824	0.034432256720398215	0.013607344711970955	0.03934742790907251	0.02441795852580616	0.03976853434550022	0.05652511753022829	0.05254296013162881	0.02131817817666241	0.029720753873495497	0.020765655971080158	0.005895897579821884	0.037033512678974756	0.02711874550796929	0.02061553137450175	0.03445667963551477	0.013091416394627705	
Efra.gene29886_i0_length489.p1	0.05232070951069159	0.08280282760988127	0.08989095834723218	0.01143137173313141	0.021078454208423247	0.04688890340300601	0.02174033480622236	0.056994349093947336	0.02938873085801334	0.15501652015146858	0.03304779487845389	0.025391423165690964	0.04512667075649793	0.037778852511229956	0.025320770474082818	0.05166741382727483	0.09324063554085693	0.013802564366005077	0.020607938120367795	0.10620850215409365
Efra.gene14678_i0_length1005.p1	0.007971132186359111																			
Efra.gene42958_i0_length354.p1	0.043337525642380026	0.04740269162683513		0.023931288429671033	0.017036510784204494													0.010554780972364768		0.012636508426868868
Efra.gene21131_i1_length711.p1	0.0031297139587760617	0.019420498470889256	0.002573732386432748	0.01269698185572237	0.05473151874833636	0.02949044326867098	0.02567039737625752	0.019607229770779538	0.025086181799842976	0.027621808110729333	0.027597734980099223	0.03097378377512071	0.02936104914859522	0.03637648793087925	0.015496437548110194	0.036541360472602695	0.021266989601489827	0.031292780659141324	0.03175580505082184	0.017546071734809664
Efra.gene26710_i0_length552.p1	0.004684757408421401	0.0028867807162590506	0.003499080377794821	0.009627877738356239	0.01363063326923084	0.017695757370836587	0.009767324700054118	0.008262234399206344	0.00885137281414602	0.01518677835181591	0.010283252497508428	0.008928903312091561	0.014356742067341008	0.01529223852280888	0.006213592106139828	0.018326146782252473	0.015275125947349357	0.016119996035883148	0.01250150291590699	0.008383674724494736
Efra.gene49354_i0_length324.p1	0.048882078592584616	0.010477208145442693	0.006384399410337933									0.010383778366689524								
Efra.gene15574_i0_length957.p1	0.0034853338601986234														0.003582847222814808					
Efra.gene18480_i1_length818.p1	0.004172802705129																			
Efra.gene42768_i0_length273.p1	0.015179089014053211		0.00962573717401455						0.00444773350855965						0.002478700049303783					
Efra.gene56589_i0_length261.p1	0.020578082417363315	0.05414414244512164			0.017880095674373184			0.030744959813680757								0.016712715254911307				
Efra.gene27122_i0_length543.p1	0.0017474852875793336				0.014496882265399408	0.006061441097999236	0.01147872744630293	0.015817068215183413	0.012987884241504514	0.005245779931096611	0.023978905047447124	0.011166875034144371	0.01765210574608801	0.011843040257687548	0.0064764929181108325	0.02834898445606257	0.015035253395659984	0.01212035935706758	0.01926007118390927	0.015591602615561046
Efra.gene20233_i0_length744.p1	0.005254245933709325		0.013074651737045747	0.03566166372078239	0.01843942606222942	0.010443144850985608	0.006156036956608015	0.005021943812773014	0.012287087176828743	0.009087262071560897	0.01778805045188517	0.01433453646610768	0.01609450175548167	0.013226829892911057	0.02130589876585261	0.01738661506357709	0.008809572026656332	0.007057916682744639	0.01546634133615905	0.008315461765751545
Efra.gene42777_i0_length357.p1	0.00403501595030086	0.004275688749483475	0.0062059489004697346	0.0051431497796720314		0.0037125728920985195	0.0033202466433154064	0.003987961286491986	0.001120059800821936	0.002736929391067878	0.00677744849126874	0.0012581014133357619		0.0011429607192222752	0.0031789692685821017		0.00198908600599026	0.0028775284213423706	0.0008284612647396933	0.002280364275588146
Efra.gene41171_i0_length356.p1	0.005710300146166981	0.01078314706731967	0.001687009358647624	0.026796540361885286	0.05900664828209236	0.037227587465785486	0.01804879941636682	0.08285499655584533	0.08634325588984058	0.022090329161958078	0.025252640230430917	0.03683544677553359	0.043967617883918036	0.02966875751561532	0.05251832709568341	0.024569119861920896	0.05779676582972364		0.06175447406458391	0.013483297415030888
Efra.gene25400_i0_length486.p1	0.0004048284854316643	0.0006570532732122369		0.003984081170480399	0.003283312842665358	0.02110782028384129	0.0035204776233976384	0.004433059121053897	0.008369319208869986	0.006146241740082761	0.02074360582338251	0.0054259012992691	0.006591477056723875	0.00817442044992784	0.00396401416798702	0.009455878367910345	0.007983140526769163	0.0014800062048675303	0.0023840205038331854	0.0028148613193021083
