Accession	0.1	0.2	0.3	0.4	1.1	1.2	1.3	1.4	3.1	3.2	3.4	5.1	5.2	5.3	5.4	7.1	7.2	7.3	10.1	10.2	10.3	12.1	12.2	12.3
Efra.gene10049_i0_length1308.p1	1809.547	12197.382500000003	3875.7769	3464.9772			1192.578	10371.0345	4630.1908	25757.622	3457.1397	8394.2326		16068.748100000004	0	2239.2169999999996	11195.0605		2626.452	0	6202.3018		4934.6257000000005	1796.4891000000002
Efra.gene10189_i0_length1293.p1									1771.4789			4414.4130000000005		3001.482		1907.4173999999998	662.6431	3975.4307	4028.4237000000003	0	790.168		1763.1646	4650.9678
Efra.gene10803_i4_length1062.p1																						2219.8776	782.302	
Efra.gene10979_i0_length1233.p1						0			127511.1381		63360.0903	140818.25580000007	0	97774.56940000002	0	191999.62869999997	91562.85599999999	105168.40730000002	103745.80330000001	0	63555.44599999998	168599.63789999997	215002.52560000005	150181.11149999997
Efra.gene10979_i3_length1134.p1																					59208.82549999999			
Efra.gene110165_i0_length213.p1		2089.057	5266.0599999999995		22918.866	0										7207.058000000001								
Efra.gene11166_i2_length1221.p1												717.8077									558.2004			
Efra.gene113616_i0_length210.p1					5217.786999999999																			
Efra.gene1160_i1_length3549.p1												663.7096												
Efra.gene11716_i0_length1179.p1					1904.807				961.3803					1103.066		2506.0877			2001.258	0	1197.141	839.0441		
Efra.gene11803_i0_length1173.p1																1162.102								
Efra.gene12082_i0_length1156.p1									534.0165							3586.6031000000003	2516.48		820.4713	0	505.4299	2904.372		
Efra.gene12182_i0_length1149.p1							33762.3612			118157.77099999998		137283.7722000001						99133.28220000002						
Efra.gene12442_i0_length1134.p1									120099.3757			135274.68580000006						96829.6152	104893.61159999999	0			191884.08240000004	163947.18429999996
Efra.gene12565_i0_length1128.p1																							571.7606	
Efra.gene12660_i0_length1122.p1												1044.383		1074.426						0				
Efra.gene12747_i0_length1116.p1	1275.351	748.8768	4200.6092	1551.678				4139.7559		698.7122	909.2703				0					0	314.8265			
Efra.gene1287_i0_length3423.p1	2996.5950000000003							4573.9529999999995							0									
Efra.gene12899_i0_length1107.p1														773.7394						0				
Efra.gene13656_i0_length1062.p1						0			4461.073600000001			6201.2554		5586.7376	0	3459.6630999999998	3122.9573	5255.017	10340.5071	0	619.571	3199.3597	3179.6441	
Efra.gene13900_i0_length1047.p1					2584.1751		1185.8794		5539.141			8948.988100000002	0	4280.735		6186.477000000001	1422.546	7639.4532	13213.954000000002	0	1844.701	2653.619	1007.998	3906.0249999999996
Efra.gene13951_i0_length1044.p1																			1845.9179					
Efra.gene14059_i2_length1041.p1		5739.2418	4777.9241	13530.8839	94048.5263	0	68163.3409	33611.471	121835.31230000002	239025.5561	55636.583	134279.47280000002	0	280444.1763	0	358089.52350000024	86879.60059999998	287000.5179999999	202884.7533	0	125322.24820000002	151394.73459999988	224613.24360000002	146445.23220000006
Efra.gene14246_i0_length1029.p1		3642.2391000000007	875.6608																					
Efra.gene14418_i2_length1020.p1											3310.028	10237.02	0	4161.4292	0	2532.8194000000003	2219.2618	2793.4249	20704.1446		2060.533		380.6753	2499.2625
Efra.gene14678_i0_length1005.p1	25203.841							10854.981																
Efra.gene15113_i1_length981.p1								1370.943																
Efra.gene15574_i0_length957.p1	6055.848099999999							2270.8081											918.8985					
Efra.gene16475_i0_length912.p1															0									
Efra.gene16498_i0_length912.p1	112720.16470000004	35957.75600000001	13073.486900000002	99946.1544	53853.79110000001	0	10997.411199999997	191897.49360000005	47935.422000000006	52690.76439999999	240369.19370000003	79048.06419999998	0	25912.538499999995	0	40593.527100000014	24884.788799999995	11539.128099999998	46533.76310000001	0	13243.558899999996	13569.856100000003	24695.36130000001	14667.955400000003
Efra.gene16536_i2_length909.p1	1956.511	1917.308	4779.3224		874.3853	0	656.246		470.4913	1603.551	598.0869	3402.1983	0	1616.299	0	1579.563	568.4617		4023.545	0	1850.727		1268.559	2733.8772
Efra.gene16539_i1_length909.p1					966.8683												1141.0872	1170.528	875.1154	0	394.2336	478.0191	706.7514	
Efra.gene16539_i3_length783.p1					757.9384																			
Efra.gene16603_i1_length906.p1								2423.951																
Efra.gene17074_i1_length884.p1						0						1861.071							2202.894					
Efra.gene17127_i0_length880.p1					10639.2593	0	8597.0996	1506.6335	39127.49010000001	30303.568900000002	11909.488299999997	130135.4212	0	56584.23670000002	0	82169.77960000001	53236.37999999998	59038.57690000001	128486.0626	0	23939.834299999995	22222.0441	38766.1559	55823.286799999994
Efra.gene17127_i6_length777.p1												90254.09610000004												
Efra.gene17231_i0_length876.p1																			607.8421					
Efra.gene17278_i0_length873.p1												1556.988					728.0732	2069.4605	1050.079		470.5042			2930.2435
Efra.gene1749_i1_length3021.p1					15417.441699999998	0			39380.401	17199.4292	43178.0457	107812.24910000002	0	41869.61289999999	0	77341.42000000001	39097.8122	46164.89030000001	206678.28550000003	0	36346.7928	29162.460700000003	37185.9234	50962.4979
Efra.gene1757_i1_length3015.p1														1141.324		1275.8053		3624.4865		0				1099.146
Efra.gene17580_i1_length858.p1					6984.3396999999995													3918.2071	11619.8886					
Efra.gene17870_i0_length846.p1																			1453.294					
Efra.gene18044_i0_length837.p1														2708.4130999999998				2059.6524						
Efra.gene18178_i0_length831.p1						0	1694.9225000000001		1566.6784		4294.652	12168.9	0	3700.6769999999997	0	7894.5326000000005		6353.2439	8454.241	0	1331.7789			
Efra.gene18440_i0_length819.p1												4129.452									1820.083	800.1046		
Efra.gene18480_i1_length818.p1	4866.5504			3761.1362				3435.8042							0									
Efra.gene1853_i0_length2945.p1						0	5267.6473000000005		4046.3711000000003	4377.351	592.006	23877.303600000003	0	15740.486199999998	0	22314.1538	9242.831400000001	17240.7295	17304.6329	0	4896.8037	2286.1009	13475.676599999999	8297.426099999999
Efra.gene18564_i2_length720.p1		449.9418	1369.4178		18567.261	0	13563.514400000002	6770.226000000001	12115.295100000001	15470.302	10159.1807	34412.6553	0	19420.979199999998	0	24575.5735	21399.883	36727.12820000001	42737.61959999998	0	16304.679600000001	13088.661299999998	14100.340800000002	16310.451
Efra.gene18573_i0_length813.p1																			5045.5252					
Efra.gene18607_i0_length813.p1		2850.4261																						
Efra.gene19022_i1_length795.p1				4973.239																				
Efra.gene19055_i3_length734.p1			813.2287	1074.651				2066.663			3054.8813	1273.433			0	1460.191								
Efra.gene19206_i0_length786.p1												939.5442												700.1282
Efra.gene19494_i1_length774.p1							472.8134																	
Efra.gene19562_i0_length771.p1						0																		
Efra.gene19598_i0_length771.p1												1220.8971999999999		442.4405			256.0732		1862.3532			486.1003		
Efra.gene19920_i0_length759.p1															0									
Efra.gene20233_i0_length744.p1					25235.2333										0	42990.33959999999				0	4174.654200000001		27665.204900000004	
Efra.gene20233_i2_length690.p1														23909.7319					82536.40780000002					
Efra.gene20233_i3_length579.p1	2285.046		566.9943	1495.869		0	2461.5953	1410.787	8579.450700000001	4143.063	1218.155	22004.998	0				20856.659					2268.314		12415.3288
Efra.gene21094_i2_length714.p1												836.2377												
Efra.gene21131_i1_length711.p1	4202.0862	1594.378	1004.7194999999999		9091.5953	0	3236.2980999999995	1446.687	24133.246499999994	16706.1452	10581.335600000002	47314.6215	0	30399.645400000005	0	51745.635800000004	34008.9502	43692.0294	38116.9682	0	14122.0859	26308.276199999993	39672.27609999999	27390.327199999996
Efra.gene21137_i1_length711.p1					2676.427		530.4995					4927.045		275.0159	0	2192.0775000000003	2587.2585	5975.8895	5459.0904	0	3672.6674000000003		2958.1821	6663.0136
Efra.gene21360_i0_length705.p1												4196.5												
Efra.gene21462_i0_length701.p1						0						3885.7501					942.4885	4145.7716	1250.0905	0				
Efra.gene22028_i0_length681.p1							221.2051								0	1740.8752	2870.263		1964.8864999999998				1498.1261	
Efra.gene22225_i1_length309.p1			434.6048			0		1041.336	2392.288		1431.952	6979.4439999999995			0		1805.986		4541.99	0				
Efra.gene22328_i1_length673.p1					1042.745	0			2445.1666000000005	2747.2803000000004	1610.389	10193.2749	0	6435.721299999999	0	3189.998	4432.5818	4256.1728	9457.7574	0	3972.0086	1141.2514	1818.6480999999999	6005.027399999999
Efra.gene23221_i0_length645.p1									4333.2716									4506.818200000001	6857.379	0				
Efra.gene23450_i0_length639.p1			2917.9463					4403.75																
Efra.gene23511_i1_length639.p1					2102.5053	0	418.8805	3597.409	7693.2988	8844.179199999999	15126.2201	20868.0363	0	18591.236	0	19728.5037	20197.030499999997	10642.4397	11885.375900000001	0	2663.6834	4762.3976999999995	21165.0897	11113.8049
Efra.gene24170_i0_length618.p1									6400.498			12995.279	0	2719.806	0					0				
Efra.gene24458_i0_length609.p1	15220.3695	10912.407200000001	7639.3584999999985	14796.935800000001	44667.118200000004	0	30767.531199999998	10572.5549	84027.5441	70066.84100000001	63210.8479	215735.43379999985	0	170292.1304	0	190365.1971999999	120860.71109999997	160142.93999999994	168535.4705999999	0	65244.335499999994	68298.36000000002	156323.48700000002	94172.91599999998
Efra.gene24472_i0_length609.p1				7313.183																				
Efra.gene2525_i0_length2598.p1		3795.42										13598.19		5636.225			18968.8			0				
Efra.gene25373_i0_length585.p1												533.7663												
Efra.gene25400_i0_length486.p1	606.1272	441.9455		1151.801	1030.223	0	805.8528		1204.265	4868.186	1433.795	7876.613	0	13611.454800000001	0	2602.8577	2160.476	2878.9139999999998	5208.200699999999	0	1271.979	928.8857	1598.417	1602.9854
Efra.gene25400_i1_length585.p1					697.6643				994.2968	3197.058	731.6162	8745.3529	0	8233.810000000001	0	4816.49	4762.5356	3990.0919999999996	3799.816	0	1212.072		967.4195	697.4075
Efra.gene25717_i1_length576.p1							1039.365		1415.272			1509.203		959.8162			1299.228			0	848.1423			1333.113
Efra.gene25799_i1_length576.p1					1745.4696999999999	0	2226.558		1099.834	1306.589	639.2786	3564.65	0	721.9142	0	1353.103	990.016	5736.017	4511.5287		1177.8	1722.1499999999999	1440.413	693.1593
Efra.gene25963_i0_length570.p1																4439.6888		2679.1517	6563.7213					1760.1649
Efra.gene25967_i0_length570.p1						0	2617.7906					4298.3183		2280.6129		4437.2653	5179.2558	5009.472699999999	9284.130500000001	0	1572.4278			
Efra.gene25967_i1_length321.p1					2754.4742				905.9479															
Efra.gene26093_i0_length567.p1												2980.4124							2969.316	0			4833.899	
Efra.gene26194_i2_length522.p1																1262.794								
Efra.gene26421_i0_length561.p1				951.8104																				
Efra.gene26595_i0_length555.p1					670.0466																			
Efra.gene26700_i1_length468.p1																			382.4838	0	386.2124			
Efra.gene26710_i0_length552.p1	6841.1169	589.895	1470.6723000000002	1439.466	5180.370999999999	0	3935.1705	4475.885	8681.541200000001	5516.1599	10294.914999999999	12974.157799999997	0	8217.9517	0	14324.075	12570.3459	15967.630000000001	13959.3284	0	9448.9712	11886.7255	15500.9855	8773.943
Efra.gene26810_i1_length543.p1					1496.413	0	1475.434	559.9088	9162.6444	2821.1892	5383.629999999999	14861.965	0	5663.4702		6742.88	9324.939	9697.843	9163.532	0	2982.3725999999997	1556.3778	9255.554	9838.152699999999
Efra.gene26810_i2_length552.p1					1487.99	0			5797.469400000001	3816.9682000000003	856.0569	15044.063	0	3766.3082	0	3965.5289999999995	6640.222	6385.099	2344.023	0	2311.5106	2672.3808	5415.444	4811.2897
Efra.gene27122_i0_length543.p1	903.0308					0	757.6172	1566.6826999999998	5035.979	7366.5763	10497.2161	9979.9332	0	9567.9741	0	5717.466	9909.962	8515.874	7175.99	0	2792.5856000000003	7215.805	13987.673800000002	8854.727
Efra.gene27221_i0_length540.p1												577.6733							866.7612		352.0696			
Efra.gene27331_i1_length540.p1					3443.2252	0	925.5618		4697.4754	4345.1783000000005	1418.0425	11744.7621	0	7016.2822	0	6821.585999999999	4921.851	3804.6164999999996	10131.532	0	2448.6206	2793.9125999999997	3589.5596	7293.485000000001
Efra.gene27516_i0_length534.p1					1939.4335	0			860.5504			3584.0200000000004	0	2288.3176000000003	0	5507.894	4386.5908		5416.407700000001	0	1779.5011	575.0308	2008.4729	1700.0772000000002
Efra.gene2834_i2_length480.p1																			1252.076		550.8497			775.1023
Efra.gene28361_i0_length519.p1	21937.725000000002	3222.389	997.3116	10924.348				10125.201	3068.094										10681.451		3249.9805			
Efra.gene28510_i1_length516.p1								534.8416													714.7557			
Efra.gene29879_i0_length489.p1														883.4751		2635.2017		1493.4183	1812.189					
Efra.gene29886_i0_length489.p1	24507.323200000003	15327.425299999999	13020.969699999998	114457.608	2144.3486	0	679.5142	48869.4477	5012.3844	6936.864799999999	53710.121	26340.9195	0	5930.8604	0	10806.4298	9144.0347	12713.5477	11053.127	0	22350.1259	3750.7524000000003	6264.554700000001	71024.3662
Efra.gene30061_i0_length486.p1												832.275												
Efra.gene30096_i0_length486.p1					3330.4156	0	1923.23				1291.4998	3250.9963999999995		1335.4346	0	2246.935	6482.8058	29514.918299999998	5878.168	0	13506.0089		6156.271299999999	12167.062999999998
Efra.gene30394_i1_length483.p1											791.0364				0									
Efra.gene30439_i0_length480.p1																619.7433							566.4955	941.4804
Efra.gene31160_i0_length470.p1			467.69	729.9627									0		0									
Efra.gene31366_i0_length466.p1									1558.606			4746.58						2216.0056	10308.144	0	2175.8016			8044.4148
Efra.gene31742_i2_length462.p1				3212.659		0		17359.173			20943.659									0				
Efra.gene31924_i2_length459.p1							593.8165		1285.962			1777.434	0	650.1743	0	1064.609	864.2767		3524.043	0	1718.433	996.6541	879.084	3175.589
Efra.gene32379_i0_length452.p1	3609.642	3868.0397999999996	1151.1227	1535.044	657.17			1590.273			1251.787				0	1143.7646								
Efra.gene329_i3_length5301.p1		1942.4118	821.3915		6169.4341	0	2293.176	4967.058400000001	14286.346	30714.469700000005	6036.728	43104.840500000006	0	17036.0129	0	10338.8426	20906.857900000003	10488.103599999999	34954.67999999999	0	23101.876699999993	10826.173400000001	16377.019400000003	35799.651
Efra.gene330_i0_length5295.p1				1338.619																				
Efra.gene33821_i0_length432.p1				1995.1044		0	284.5775			1374.944		2767.2482	0	186.5773	0	313.7555	2917.6118	6239.7303	1135.9556	0			271.1294	3180.1929999999993
Efra.gene34053_i0_length429.p1				1849.244											0									
Efra.gene34277_i0_length426.p1					2066.3444999999997	0	1894.3410000000001		5636.4581	3093.6673	2472.3752	6344.427599999999	0	7596.332	0	5944.0007000000005	6710.5606	13284.2119	8887.966	0	4806.772	2973.719	10978.9667	5625.7967
Efra.gene34351_i1_length426.p1									749.2836			1351.2612			0				4024.4771					2503.968
Efra.gene34755_i1_length384.p1																		2691.8766						
Efra.gene349_i0_length5181.p1						0	762.7726						0	4490.0384			5742.804		15016.080699999997	0	639.7886			3844.0290999999997
Efra.gene35075_i0_length418.p1																							2220.5754	
Efra.gene35579_i0_length414.p1		19802.8826	7374.510399999999																					
Efra.gene38041_i0_length390.p1		3109.3959999999997																						
Efra.gene38386_i0_length387.p1						0			600.3499						0	1409.457				0	425.7747			
Efra.gene38556_i0_length385.p1	3209.8599999999997		1012.208	1740.12			223.3823	3714.4703			3725.2878	1103.1975			0				1357.0112	0			2212.493	
Efra.gene399_i0_length4974.p1		398.657			2877.9719999999998	0	1449.2994			1523.1035		3590.1792000000005	0	784.0593			2858.5639	4025.8558000000003	8126.515	0	3912.886		2541.7084999999997	3082.0515
Efra.gene40169_i0_length372.p1												1650.782		1122.151					2805.905		1229.259			2073.637
Efra.gene41065_i0_length366.p1												623.426												
